,Nome,Sobrenome,Nacionalidade,Posição, Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assist,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
103,Robert,Andrich, GER,LT,Leverkusen, Bundesliga,28,1994,29,28,2.406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,"2,8",12,99,8,"0,07","0,07","0,15","0,07","0,15","0,06","0,04","0,11","0,06","0,11"
104,Fabrizio,Angileri, ARG,ZG,Getafe, La Liga,29,1994,12,7,554,6.2,0,0,0,0,0,0,2,1,0.1,0.1,0.0,"0,1",4,16,13,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
105,Jaidon,Anthony,ENG,"LT,AT",Bournemouth,Premier League,23,1999,27,10,1.141,12.7,3,1,4,3,0,0,2,0,2.2,2.2,1.0,"3,3",29,46,67,"0,24","0,08","0,32","0,24","0,32","0,18","0,08","0,26","0,18","0,26"
106,Janis,Antiste, FRA,AT,Sassuolo, Serie A,20,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,"0,2",0,1,2,"1,73","0,00","1,73","1,73","1,73","0,31","0,00","0,31","0,31","0,31"
107,Waldemar,Anton, GER,ZG,Stuttgart, Bundesliga,26,1996,31,31,2.664,29.6,1,2,3,1,0,0,3,0,1.6,1.6,1.4,"3,0",51,125,49,"0,03","0,07","0,10","0,03","0,10","0,05","0,05","0,10","0,05","0,10"
108,José,Antonio, ESP,LT,Cádiz, La Liga,18,2004,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,2,1,"0,00","4,74","4,74","0,00","4,74","0,00","0,07","0,07","0,00","0,07"
109,Marcos,Antônio, BRA,LT,Lazio, Serie A,22,2000,15,5,521,5.8,1,1,2,1,0,0,2,0,1.2,1.2,0.2,"1,4",1,22,6,"0,17","0,17","0,35","0,17","0,35","0,21","0,04","0,25","0,21","0,25"
110,Michail,Antonio, JAM,AT,West Ham,Premier League,33,1990,32,20,1.768,19.6,5,3,8,5,0,0,2,0,6.4,6.4,1.3,"7,7",45,27,114,"0,25","0,15","0,41","0,25","0,41","0,33","0,06","0,39","0,33","0,39"
111,Valentin,Antov, BUL,ZG,Monza, Serie A,22,2000,7,2,289,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,"0,0",2,14,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
112,Christopher,Antwi-Adjei, GHA,"AT,LT",Bochum, Bundesliga,29,1994,26,19,1.726,19.2,2,6,8,2,0,0,2,0,2.1,2.1,3.5,"5,7",55,28,192,"0,10","0,31","0,42","0,10","0,42","0,11","0,18","0,30","0,11","0,30"
113,Houssem,Aouar, FRA,LT,Lyon, Ligue 1,24,1998,14,6,487,5.4,1,1,2,1,0,0,2,0,1.1,1.1,0.3,"1,4",12,34,32,"0,18","0,18","0,37","0,18","0,37","0,20","0,05","0,25","0,20","0,25"
114,Adil,Aouchiche, FRA,LT,Lorient, Ligue 1,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,"0,6",16,23,20,"0,00","0,00","0,00","0,00","0,00","0,20","0,02","0,22","0,20","0,22"
115,Dennis,Appiah, FRA,"ZG,LT",Nantes, Ligue 1,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,"0,6",15,39,51,"0,00","0,00","0,00","0,00","0,00","0,05","0,02","0,06","0,05","0,06"
116,Stredair,Appuah, FRA,LT,Nantes, Ligue 1,18,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,1",3,1,3,"0,00","0,00","0,00","0,00","0,00","0,08","0,20","0,28","0,08","0,28"
117,Mauro,Arambarri, URU,LT,Getafe, La Liga,27,1995,11,11,891,9.9,0,1,1,0,0,0,5,1,0.2,0.2,1.5,"1,8",8,32,7,"0,00","0,10","0,10","0,00","0,10","0,02","0,16","0,18","0,02","0,18"
118,Charles,Aránguiz, CHI,LT,Leverkusen, Bundesliga,34,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,"0,5",3,32,7,"0,18","0,00","0,18","0,18","0,18","0,06","0,04","0,10","0,06","0,10"
119,Ronald,Araújo, URU,ZG,Barcelona, La Liga,24,1999,21,20,1.738,19.3,0,2,2,0,0,0,5,1,2.1,2.1,0.8,"2,9",29,78,11,"0,00","0,10","0,10","0,00","0,10","0,11","0,04","0,15","0,11","0,15"
120,Cameron,Archer,ENG,"AT,LT",Aston Villa,Premier League,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",3,0,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
121,Taïryk,Arconte, FRA,AT,Brest, Ligue 1,19,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,"0,4",1,1,8,"0,00","0,00","0,00","0,00","0,00","0,19","0,10","0,29","0,19","0,29"
122,Alphonse,Areola, FRA,G,West Ham,Premier League,30,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
123,Joe,Aribo, NGA,"LT,AT",Southampton,Premier League,26,1996,20,12,1.155,12.8,2,0,2,2,0,0,2,0,1.5,1.5,0.8,"2,3",19,39,62,"0,16","0,00","0,16","0,16","0,16","0,12","0,06","0,18","0,12","0,18"
124,Adam,Armstrong,ENG,"AT,LT",Southampton,Premier League,26,1997,28,14,1.298,14.4,1,1,2,1,0,0,2,0,1.9,1.9,1.3,"3,2",38,16,68,"0,07","0,07","0,14","0,07","0,14","0,13","0,09","0,22","0,13","0,22"
125,Stuart,Armstrong,t SCO,"LT,AT",Southampton,Premier League,31,1992,29,13,1.289,14.3,2,1,3,2,0,0,6,0,2.4,2.4,2.2,"4,6",57,73,84,"0,14","0,07","0,21","0,14","0,21","0,17","0,15","0,32","0,17","0,32"
126,Marko,Arnautović, AUT,AT,Bologna, Serie A,34,1989,17,14,1.254,13.9,8,0,8,5,3,3,5,0,5.7,3.4,1.7,"5,1",11,29,89,"0,57","0,00","0,57","0,36","0,36","0,41","0,12","0,53","0,24","0,37"
127,Maximilian,Arnold, GER,LT,Wolfsburg, Bundesliga,28,1994,29,29,2.506,27.8,5,3,8,2,3,5,5,0,4.9,0.9,4.8,"5,8",27,132,17,"0,18","0,11","0,29","0,07","0,18","0,17","0,17","0,35","0,03","0,21"
128,Mohamed,El Arouch, FRA,LT,Lyon, Ligue 1,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
129,Sergio,Arribas, ESP,"LT,AT",Real Madrid, La Liga,21,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",0,2,0,"0,00","0,00","0,00","0,00","0,00","0,74","0,14","0,88","0,74","0,88"
130,Kepa,Arrizabalaga, ESP,G,Chelsea,Premier League,28,1994,26,26,2.295,25.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
131,Roberto,Arroyo, ESP,LT,Valladolid, La Liga,19,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,0,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
132,Tolgay,Arslan, GER,LT,Udinese, Serie A,32,1990,32,11,1.051,11.7,1,0,1,1,0,0,2,0,1.6,1.6,1.5,"3,2",39,67,34,"0,09","0,00","0,09","0,09","0,09","0,14","0,13","0,27","0,14","0,27"
133,Ricard,Artero, ESP,"LT,AT",Girona, La Liga,20,2003,5,0,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,"0,4",2,0,4,"0,00","0,00","0,00","0,00","0,00","0,58","0,00","0,58","0,58","0,58"
134,Santiago,Arzamendia, PAR,"ZG,LT",Cádiz, La Liga,25,1998,10,5,479,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.5,"0,7",8,16,22,"0,00","0,00","0,00","0,00","0,00","0,04","0,09","0,13","0,04","0,13"
135,Takuma,Asano, JPN,"AT,LT",Bochum, Bundesliga,28,1994,22,18,1.477,16.4,2,2,4,2,0,0,1,0,4.6,4.6,1.5,"6,1",28,28,99,"0,12","0,12","0,24","0,12","0,24","0,28","0,09","0,37","0,28","0,37"
136,Santiago,Ascacíbar, ARG,LT,Cremonese, Serie A,26,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,"0,8",1,41,6,"0,00","0,00","0,00","0,00","0,00","0,05","0,05","0,10","0,05","0,10"
137,Sergio,Asenjo, ESP,G,Valladolid, La Liga,33,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
138,Marco,Asensio, ESP,"AT,LT",Real Madrid, La Liga,27,1996,27,13,1.236,13.7,8,6,14,8,0,1,1,0,5.8,5.0,4.6,"9,6",50,57,90,"0,58","0,44","1,02","0,58","1,02","0,42","0,33","0,75","0,36","0,70"
139,Kristoffer,Askildsen, NOR,LT,Lecce, Serie A,22,2001,19,6,633,7.0,0,0,0,0,0,0,3,0,0.4,0.4,0.3,"0,7",9,21,16,"0,00","0,00","0,00","0,00","0,00","0,06","0,04","0,10","0,06","0,10"
140,Fisnik,Asllani, KVX,AT,Hoffenheim, Bundesliga,20,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,"1,8",4,1,19,"0,00","0,00","0,00","0,00","0,00","0,88","0,10","0,98","0,88","0,98"
141,Kristjan,Asllani, ALB,LT,Inter, Serie A,21,2002,17,4,459,5.1,0,0,0,0,0,0,2,0,0.4,0.4,0.8,"1,3",5,26,6,"0,00","0,00","0,00","0,00","0,00","0,08","0,16","0,25","0,08","0,25"
142,Iago,Aspas, ESP,AT,Celta Vigo, La Liga,35,1987,33,30,2.762,30.7,12,3,15,10,2,3,5,0,11.0,8.7,5.2,"13,9",78,153,231,"0,39","0,10","0,49","0,33","0,42","0,36","0,17","0,53","0,28","0,45"
143,Lorenz,Assignon, TOG,ZG,Rennes, Ligue 1,22,2000,8,2,212,2.4,0,1,1,0,0,0,2,0,0.3,0.3,0.3,"0,6",7,10,9,"0,00","0,42","0,42","0,00","0,42","0,14","0,12","0,27","0,14","0,27"
144,Youcef,Atal, ALG,"ZG,LT",Nice, Ligue 1,26,1996,15,7,677,7.5,1,0,1,1,0,0,1,0,0.9,0.9,1.2,"2,0",33,32,51,"0,13","0,00","0,13","0,13","0,13","0,12","0,16","0,27","0,12","0,27"
145,Valentin,Atangana Edoa, FRA,LT,Reims, Ligue 1,17,2005,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2,2,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
146,Pierre-Emerick,Aubameyang, GAB,AT,Chelsea,Premier League,33,1989,15,5,554,6.2,1,0,1,1,0,0,1,0,1.5,1.5,0.4,"1,9",9,3,29,"0,16","0,00","0,16","0,16","0,16","0,24","0,07","0,30","0,24","0,30"
147,Pierre-Emerick,Aubameyang, GAB,AT,Barcelona, La Liga,33,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0,0,0,"0,00","0,00","0,00","0,00","0,00","1,18","0,00","1,18","1,18","1,18"
148,Emil,Audero, ITA,G,Sampdoria, Serie A,26,1997,25,25,2.250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
149,Tommaso,Augello, ITA,ZG,Sampdoria, Serie A,28,1994,33,31,2.701,30.0,2,5,7,2,0,0,3,0,0.7,0.7,3.1,"3,7",72,106,137,"0,07","0,17","0,23","0,07","0,23","0,02","0,10","0,12","0,02","0,12"
150,Ludwig,Augustinsson, SWE,ZG,Aston Villa,Premier League,29,1994,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,"0,1",0,0,3,"0,00","0,00","0,00","0,00","0,00","0,10","0,00","0,10","0,10","0,10"
151,Ludwig,Augustinsson, SWE,ZG,Mallorca, La Liga,29,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,5,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
152,Serge,Aurier, CIV,ZG,Nott'ham Forest,Premier League,30,1992,21,19,1.673,18.6,1,0,1,1,0,0,2,0,0.7,0.7,1.0,"1,7",34,63,46,"0,05","0,00","0,05","0,05","0,05","0,04","0,05","0,09","0,04","0,09"
153,Mathias,Autret, FRA,"LT,AT",Auxerre, Ligue 1,32,1991,22,16,1.289,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2.0,"3,7",20,76,56,"0,14","0,14","0,28","0,07","0,21","0,17","0,14","0,31","0,12","0,26"
154,Ezequiel,Ávila, ARG,"AT,LT",Osasuna, La Liga,29,1994,25,21,1.545,17.2,7,2,9,5,2,3,7,1,6.2,3.8,1.6,"5,5",19,35,87,"0,41","0,12","0,52","0,29","0,41","0,36","0,10","0,46","0,22","0,32"
155,Cédric,Avinel, GLP,ZG,Ajaccio, Ligue 1,36,1986,22,17,1.614,17.9,1,0,1,1,0,0,2,1,1.0,1.0,0.0,"1,0",3,31,1,"0,06","0,00","0,06","0,06","0,06","0,06","0,00","0,06","0,06","0,06"
156,Taiwo,Awoniyi, NGA,AT,Nott'ham Forest,Premier League,25,1997,24,14,1.158,12.9,6,1,7,6,0,0,1,0,5.9,5.9,1.1,"7,0",14,11,46,"0,47","0,08","0,54","0,47","0,54","0,46","0,08","0,54","0,46","0,54"
157,Yasin,Ayari, SWE,LT,Brighton,Premier League,19,2003,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,2",0,2,2,"0,00","0,00","0,00","0,00","0,00","0,10","0,54","0,63","0,10","0,63"
158,Mehmet,Aydin, GER,"ZG,AT",Schalke 04, Bundesliga,21,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,"1,0",9,15,21,"0,00","0,00","0,00","0,00","0,00","0,03","0,12","0,15","0,03","0,15"
159,André,Ayew, GHA,"AT,LT",Nott'ham Forest,Premier League,33,1989,12,1,314,3.5,0,0,0,0,0,1,1,0,1.0,0.3,0.0,"0,3",3,11,16,"0,00","0,00","0,00","0,00","0,00","0,30","0,01","0,31","0,07","0,09"
160,Jordan,Ayew, GHA,"AT,LT",Crystal Palace,Premier League,31,1991,35,28,2.444,27.2,4,2,6,4,0,0,5,0,2.9,2.9,2.7,"5,5",74,57,163,"0,15","0,07","0,22","0,15","0,22","0,11","0,10","0,20","0,11","0,20"
161,Kaan,Ayhan, TUR,ZG,Sassuolo, Serie A,28,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,"0,0",8,15,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
162,Luke,Ayling,ENG,ZG,Leeds United,Premier League,31,1991,26,19,1.784,19.8,1,1,2,1,0,0,3,0,2.1,2.1,2.0,"4,1",22,66,79,"0,05","0,05","0,10","0,05","0,10","0,11","0,10","0,21","0,11","0,21"
163,Ayman,Azhil, MAR,LT,Leverkusen, Bundesliga,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
164,Sardar,Azmoun, IRN,"AT,LT",Leverkusen, Bundesliga,28,1995,20,6,726,8.1,4,1,5,4,0,0,1,0,3.1,3.1,2.4,"5,6",9,28,40,"0,50","0,12","0,62","0,50","0,62","0,39","0,30","0,69","0,39","0,69"
165,César,Azpilicueta, ESP,ZG,Chelsea,Premier League,33,1989,22,13,1.257,14.0,0,0,0,0,0,0,3,0,0.4,0.4,1.0,"1,4",18,62,68,"0,00","0,00","0,00","0,00","0,00","0,03","0,07","0,10","0,03","0,10"
166,Sanoussy,Ba, GER,ZG,RB Leipzig, Bundesliga,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
167,Iddrisu,Baba, GHA,LT,Mallorca, La Liga,27,1996,24,16,1.376,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.2,"0,7",3,38,6,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,04","0,03","0,04"
168,Srđan,Babić, SRB,ZG,Almería, La Liga,27,1996,29,28,2.548,28.3,3,0,3,3,0,0,5,0,1.2,1.2,0.2,"1,4",20,54,4,"0,11","0,00","0,11","0,11","0,11","0,04","0,01","0,05","0,04","0,05"
169,Loïc,Bade, FRA,ZG,Sevilla, La Liga,23,2000,15,13,1.169,13.0,1,0,1,1,0,0,3,0,0.2,0.2,0.1,"0,3",7,40,2,"0,08","0,00","0,08","0,08","0,08","0,01","0,01","0,02","0,01","0,02"
170,Loïc,Bade, FRA,ZG,Rennes, Ligue 1,23,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.2,0.2,0.1,"0,3",0,3,0,"0,00","1,00","1,00","0,00","1,00","0,20","0,06","0,26","0,20","0,26"
171,Édgar,Badía, ESP,G,Elche, La Liga,31,1992,31,31,2.790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
172,Benoît,Badiashile, FRA,ZG,Chelsea,Premier League,22,2001,10,9,815,9.1,1,0,1,1,0,0,2,0,1.2,1.2,0.5,"1,6",10,48,1,"0,11","0,00","0,11","0,11","0,11","0,13","0,05","0,18","0,13","0,18"
173,Benoît,Badiashile, FRA,ZG,Monaco, Ligue 1,22,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.6,0.6,0.4,"1,0",3,39,0,"0,21","0,00","0,21","0,21","0,21","0,07","0,04","0,11","0,07","0,11"
174,Alex,Baena, ESP,"LT,AT",Villarreal, La Liga,21,2001,30,16,1.668,18.5,4,2,6,4,0,0,12,1,2.9,2.9,4.6,"7,6",42,99,97,"0,22","0,11","0,32","0,22","0,32","0,16","0,25","0,41","0,16","0,41"
175,Jaime,Báez, URU,ZG,Cremonese, Serie A,28,1995,2,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,"0,3",5,4,8,"0,00","0,00","0,00","0,00","0,00","0,12","0,12","0,24","0,12","0,24"
176,Leon,Bailey, JAM,"AT,LT",Aston Villa,Premier League,25,1997,30,23,1.780,19.8,4,3,7,4,0,0,4,0,4.9,4.9,3.7,"8,6",79,26,171,"0,20","0,15","0,35","0,20","0,35","0,25","0,19","0,44","0,25","0,44"
177,Eric,Bailly, CIV,ZG,Marseille, Ligue 1,29,1994,14,4,451,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,"0,2",3,7,3,"0,00","0,00","0,00","0,00","0,00","0,04","0,00","0,04","0,04","0,04"
178,Dénys,Bain, FRA,ZG,Auxerre, Ligue 1,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,3,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
179,Brandon,Baiye, BEL,LT,Clermont Foot, Ligue 1,22,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,1",0,2,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,21","0,21","0,00","0,21"
180,Stefan,Bajcetic, ESP,LT,Liverpool,Premier League,18,2004,11,6,526,5.8,1,0,1,1,0,0,2,0,0.8,0.8,0.4,"1,2",10,24,1,"0,17","0,00","0,17","0,17","0,17","0,13","0,06","0,20","0,13","0,20"
181,Nedim,Bajrami, ALB,"LT,AT",Empoli, Serie A,24,1999,19,8,940,10.4,1,1,2,1,0,0,1,0,1.2,1.2,1.2,"2,4",22,29,47,"0,10","0,10","0,19","0,10","0,19","0,12","0,11","0,23","0,12","0,23"
182,Nedim,Bajrami, ALB,AT,Sassuolo, Serie A,24,1999,14,6,662,7.4,1,0,1,1,0,0,0,0,1.6,1.6,1.1,"2,7",21,38,77,"0,14","0,00","0,14","0,14","0,14","0,22","0,15","0,37","0,22","0,37"
183,Cédric,Bakambu, COD,LT,Marseille, Ligue 1,32,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,1.0,"1,0",1,0,4,"0,00","1,53","1,53","0,00","1,53","0,00","1,56","1,56","0,00","1,56"
184,Tiemoué,Bakayoko, FRA,LT,Milan, Serie A,28,1994,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,2,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
185,Mitchel,Bakker, NED,"ZG,LT",Leverkusen, Bundesliga,22,2000,25,16,1.420,15.8,3,2,5,3,0,0,4,1,1.5,1.5,2.0,"3,4",24,50,59,"0,19","0,13","0,32","0,19","0,32","0,09","0,12","0,22","0,09","0,22"
186,Ridle,Baku, GER,"ZG,AT",Wolfsburg, Bundesliga,25,1998,30,26,2.311,25.7,5,2,7,5,0,0,5,0,2.8,2.8,3.7,"6,5",44,118,137,"0,19","0,08","0,27","0,19","0,27","0,11","0,15","0,25","0,11","0,25"
187,Tommaso,Baldanzi, ITA,LT,Empoli, Serie A,20,2003,25,23,1.717,19.1,4,0,4,4,0,0,2,0,2.3,2.3,1.6,"3,9",56,68,88,"0,21","0,00","0,21","0,21","0,21","0,12","0,08","0,20","0,12","0,20"
188,Alejandro,Balde, ESP,ZG,Barcelona, La Liga,19,2003,29,26,2.185,24.3,0,5,5,0,0,0,4,0,1.4,1.4,4.2,"5,6",77,62,209,"0,00","0,21","0,21","0,00","0,21","0,06","0,17","0,23","0,06","0,23"
189,Thierno,Balde, FRA,ZG,Troyes, Ligue 1,20,2002,28,22,1.921,21.3,0,0,0,0,0,0,1,0,0.3,0.3,1.0,"1,3",55,58,104,"0,00","0,00","0,00","0,00","0,00","0,01","0,05","0,06","0,01","0,06"
190,Carlos,Baleba, CMR,LT,Lille, Ligue 1,19,2004,16,3,312,3.5,0,0,0,0,0,0,2,1,0.3,0.3,0.1,"0,4",14,25,6,"0,00","0,00","0,00","0,00","0,00","0,09","0,02","0,11","0,09","0,11"
191,Mikel,Balenziaga, ESP,ZG,Athletic Club, La Liga,35,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,7,6,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
192,Leonardo,Balerdi, ARG,ZG,Marseille, Ligue 1,24,1999,31,26,2.306,25.6,0,1,1,0,0,0,6,1,1.1,1.1,0.2,"1,2",14,77,18,"0,00","0,04","0,04","0,00","0,04","0,04","0,01","0,05","0,04","0,05"
193,Iván,Balliu, ALB,ZG,Rayo Vallecano, La Liga,31,1992,32,32,2.803,31.1,0,0,0,0,0,0,6,0,0.3,0.3,2.6,"2,9",61,118,125,"0,00","0,00","0,00","0,00","0,00","0,01","0,08","0,09","0,01","0,09"
194,Fodé,Ballo-Touré, SEN,ZG,Milan, Serie A,26,1997,7,5,477,5.3,1,0,1,1,0,0,0,0,0.6,0.6,0.2,"0,8",11,23,31,"0,19","0,00","0,19","0,19","0,19","0,12","0,04","0,15","0,12","0,15"
195,Folarin,Balogun,ENG,AT,Reims, Ligue 1,21,2001,33,30,2.639,29.3,18,2,20,13,5,6,4,0,23.1,18.3,3.1,"21,3",50,49,245,"0,61","0,07","0,68","0,44","0,51","0,79","0,10","0,89","0,62","0,73"
196,Abdoulaye,Bamba, CIV,ZG,Angers, Ligue 1,33,1990,17,8,1.004,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.3,"0,3",7,25,19,"0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,00","0,03"
197,Jonathan,Bamba, FRA,AT,Lille, Ligue 1,27,1996,30,28,2.423,26.9,5,6,11,5,0,0,5,0,6.9,6.9,6.1,"13,0",99,131,295,"0,19","0,22","0,41","0,19","0,41","0,25","0,23","0,48","0,25","0,48"
198,Patrick,Bamford,ENG,AT,Leeds United,Premier League,29,1993,26,16,1.393,15.5,4,2,6,4,0,1,2,0,7.6,6.8,0.9,"7,7",15,22,89,"0,26","0,13","0,39","0,26","0,39","0,49","0,06","0,55","0,44","0,50"
199,Lameck,Banda, ZAM,"AT,LT",Lecce, Serie A,22,2001,33,16,1.429,15.9,1,1,2,1,0,0,4,0,2.7,2.7,1.0,"3,7",68,22,144,"0,06","0,06","0,13","0,06","0,13","0,17","0,07","0,23","0,17","0,23"
200,Filippo,Bandinelli, ITA,LT,Empoli, Serie A,28,1995,33,26,2.124,23.6,2,0,2,2,0,0,9,0,1.7,1.7,2.6,"4,3",37,95,86,"0,08","0,00","0,08","0,08","0,08","0,07","0,11","0,18","0,07","0,18"
201,Léo,Baptistão, BRA,"AT,LT",Almería, La Liga,30,1992,27,23,1.659,18.4,5,1,6,5,0,0,7,0,4.9,4.9,1.2,"6,1",38,50,82,"0,27","0,05","0,33","0,27","0,33","0,26","0,07","0,33","0,26","0,33"
202,Shandon,Baptiste, GRN,LT,Brentford,Premier League,25,1998,20,4,575,6.4,0,1,1,0,0,0,3,1,0.4,0.4,1.0,"1,4",8,39,22,"0,00","0,16","0,16","0,00","0,16","0,06","0,16","0,22","0,06","0,22"
203,Antonín,Barák, CZE,LT,Hellas Verona, Serie A,28,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,2,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
204,Antonín,Barák, CZE,LT,Fiorentina, Serie A,28,1994,27,18,1.556,17.3,2,0,2,2,0,0,4,0,2.4,2.4,1.5,"3,9",39,72,84,"0,12","0,00","0,12","0,12","0,12","0,14","0,09","0,22","0,14","0,22"
205,Andrea,Barberis, ITA,LT,Monza, Serie A,29,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,"0,5",3,14,0,"0,00","0,27","0,27","0,00","0,27","0,03","0,10","0,12","0,03","0,12"
206,Tommaso,Barbieri, ITA,ZG,Juventus, Serie A,20,2002,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2,0,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
207,Bradley,Barcola, FRA,"AT,LT",Lyon, Ligue 1,20,2002,23,12,1.177,13.1,5,6,11,5,0,0,3,0,2.7,2.7,3.2,"5,9",41,31,135,"0,38","0,46","0,84","0,38","0,84","0,21","0,25","0,45","0,21","0,45"
